text,type,categorie,video
esgrima,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36420.mp4
fuera de juego,adverbio,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36176.mp4
campeonato europeo de fútbol,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36229.mp4
cuerda de escalada,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36204.mp4
descenso,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/475729.mp4
fórmula uno,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36232.mp4
medalla de bronce,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36212.mp4
bádminton,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36190.mp4
falta,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36242.mp4
dopaje,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36217.mp4
raqueta de bádminton,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36198.mp4
pared frontal del deporte squash,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/625254.mp4
red de protección,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/624615.mp4
portería,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/623442.mp4
pared lateral de squash,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/625262.mp4
portería de waterpolo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/625302.mp4
banquillo de fútbol,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/623528.mp4
pared trasera de squash,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/625257.mp4
pelota de squash,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/625252.mp4
pista de fútbol exterior,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/624600.mp4
pabellón deportivo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/625326.mp4
prensa horizontal de piernas,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/625314.mp4
equipo de entrenamiento al aire libre,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/624523.mp4
máquina de esquí,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/621519.mp4
red de baloncesto,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/624509.mp4
bicicleta de aire y pedales,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/621515.mp4
línea frontal del deporte squash,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/625253.mp4
ropa deportiva,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/625249.mp4
cubierta de la piscina,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/625270.mp4
línea trasera de squash,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/625256.mp4
escalera de piscina,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/625271.mp4
jaula de almacenamiento de flotadores,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/624610.mp4
línea lateral de squash,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/625261.mp4
cancha de baloncesto,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/624508.mp4
máquina de remo doble,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/623426.mp4
ventana para observar,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/624599.mp4
entrada al pabellón deportivo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/625325.mp4
club,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/4740.mp4
sujeción para cuerda de escalada,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/623505.mp4
tatami para artes marciales,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/625275.mp4
colchoneta de apoyo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/625268.mp4
diana de tiro con arco,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/623482.mp4
asa para muro de escalada,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/623507.mp4
Linterna de buceo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619208.mp4
guantes de submarinismo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619206.mp4
reloj de buceo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619204.mp4
gafas de buzo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619207.mp4
folleto sobre submarinismo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619205.mp4
gorro de neopreno,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619907.mp4
tubo de buceo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619931.mp4
PS3,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/39033.mp4
cuerda de escalar,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/623506.mp4
Bombona de oxígeno,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619197.mp4
líquido antivaho ,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619179.mp4
Aletas,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619939.mp4
Monoaleta,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619902.mp4
Pantalones cortos de deporte,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619935.mp4
pinza nasal,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619908.mp4
crampón,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/439.mp4
carrera de velocidad,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36672.mp4
lanzamiento de martillo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36730.mp4
jabalina,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36706.mp4
carrera de balanceo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36685.mp4
lanzamiento de disco,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36736.mp4
decatlón,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36712.mp4
carrera de relevos,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36690.mp4
pentatlón,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36746.mp4
heptatlón,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36721.mp4
cross,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36698.mp4
cornamusa,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37148.mp4
cambio de dirección,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37176.mp4
línea central,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37159.mp4
coordinadas,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37202.mp4
campeón,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37163.mp4
vía de escalada,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37187.mp4
campeonato,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37173.mp4
gol,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36948.mp4
defensa,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36999.mp4
delantero,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36977.mp4
portero,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36957.mp4
árbitro,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37005.mp4
punto de penalti,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36961.mp4
linier,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37014.mp4
resultado,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/217290.mp4
capitán,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36972.mp4
salto de longitud,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36752.mp4
testigo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36780.mp4
salto con pértiga,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36762.mp4
valla,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36810.mp4
triatlón,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36787.mp4
carrera corta,verbo,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36764.mp4
colchoneta,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36819.mp4
triple salto,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36796.mp4
step,verbo,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36775.mp4
contraataque,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37216.mp4
curvímetro,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37250.mp4
críquet,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37228.mp4
derrota,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37272.mp4
crampón,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37221.mp4
ciclismo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37252.mp4
freno de escalada,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37277.mp4
córner,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37021.mp4
altímetro,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37070.mp4
lanzamiento a balón parado,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37047.mp4
disparo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37028.mp4
pase,verbo,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37052.mp4
pase cruzado,verbo,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37032.mp4
gimnasia artística masculina,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37081.mp4
contador de largos,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37061.mp4
driblar,verbo,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37043.mp4
cinta de correr,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/625292.mp4
línea de medio campo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36866.mp4
juez de salida,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36827.mp4
círculo central,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36872.mp4
área de gol,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36855.mp4
pase ciego,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36832.mp4
tacos de salida,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/625264.mp4
área de penalti,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36861.mp4
bloqueo doble,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37282.mp4
monturero,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619923.mp4
FIFA,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37332.mp4
tiempo extra,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37310.mp4
empate,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37294.mp4
viraje,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37338.mp4
finta con pelota,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37320.mp4
bocado,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619201.mp4
rienda,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619920.mp4
estribo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619937.mp4
cuerda dinámica,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37299.mp4
ejercicio de suelo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37347.mp4
finta sin pelota,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37323.mp4
escalímetro,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37306.mp4
gimnásia artística femenina,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37085.mp4
bloquear,verbo,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37132.mp4
conducción con balón,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37106.mp4
curva de nivel,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37091.mp4
bloqueador,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37137.mp4
recepción del balón,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37116.mp4
boxeo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37145.mp4
posición base,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37121.mp4
barra de equilibrio,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37104.mp4
líneas de carril de natación,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36885.mp4
servicio corto,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36931.mp4
partido individual,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36912.mp4
corcheras de natación,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36895.mp4
servicio largo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36935.mp4
palo de hockey,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618919.mp4
juez de natación,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36898.mp4
tabla de pasos,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/625265.mp4
cancha de tenis,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36940.mp4
saque,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36921.mp4
mancuerna,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/623517.mp4
partido de dobles,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/36903.mp4
perro de caza,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/41127.mp4
hockey,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/4596.mp4
goalball,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618906.mp4
bola de boccia,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618898.mp4
grada,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618963.mp4
silla de ruedas deportiva,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618967.mp4
banco sueco,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618891.mp4
pared lateral de cristal,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618867.mp4
suelo pista pádel,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/615351.mp4
focos,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618813.mp4
líneas de juego,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618842.mp4
pelotas de pádel,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/615346.mp4
pala de pádel,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/615348.mp4
puerta pista,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618806.mp4
conos deportivos,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/662938.mp4
pared trasera,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/615305.mp4
poste de red,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618839.mp4
malla metálica,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618829.mp4
cazador,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/39607.mp4
torre de vigilancia,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/39593.mp4
fútbol,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/4608.mp4
sistema antivuelco,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618890.mp4
línea central de saque,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/615316.mp4
tubo recogepelotas,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/615307.mp4
aro de la canasta,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618895.mp4
punto dulce,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618823.mp4
empuñadura,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/615353.mp4
pack de entrenamiento,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618795.mp4
cesta para pelotas,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/615308.mp4
pilar de acero,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618871.mp4
red de entrenamiento,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618875.mp4
césped artificial,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618997.mp4
soporte de baloncesto,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/625245.mp4
tablero de la canasta,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618894.mp4
overgrip,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618841.mp4
voluntariado,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618933.mp4
canaleta de boccia,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618899.mp4
balón sonoro,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618969.mp4
boccia,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618900.mp4
red de vóley sentado,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618977.mp4
estuche de bolas de boccia,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618897.mp4
balón de volley,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/618935.mp4
cornamusa (navegación),nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619192.mp4
costado del barco,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619927.mp4
estera,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37352.mp4
dar cuerda,verbo,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37395.mp4
zona de ataque,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37377.mp4
pase de antebrazo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37357.mp4
defensa lateral,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37386.mp4
cadena de boya,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619186.mp4
estilo fosbury,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37366.mp4
línea de gol,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37407.mp4
fútbol sala,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37389.mp4
cuarto árbitro,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37376.mp4
estadio,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37812.mp4
cuerda tensada,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37856.mp4
patada de natación,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37837.mp4
saque de banda,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37863.mp4
zona de relevo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37847.mp4
cuerda estática,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37828.mp4
mapa topográfico,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37869.mp4
guante de natación,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37833.mp4
juegos olímpicos,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37620.mp4
rafting,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37677.mp4
pabellón,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37653.mp4
baliza de orientación,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37631.mp4
paintball,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37660.mp4
zapatos de escalada,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619193.mp4
bolsa de tiza de escalada,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619190.mp4
barras paralelas,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37638.mp4
asidero,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619218.mp4
escalada en bloque,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619184.mp4
tiro con arco,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37665.mp4
juegos paralímpicos,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37644.mp4
barra dominadas ,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/619914.mp4
sistema de posicionamiento global,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37409.mp4
ultras,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37464.mp4
vuelo con ala delta,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37440.mp4
barra fija,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37468.mp4
arnés,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37449.mp4
balonmano,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37424.mp4
piolet,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37475.mp4
hockey sobre hielo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37452.mp4
hacer el pino,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37432.mp4
placa de toque,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37871.mp4
victoria,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37922.mp4
saltos con trampolín,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37900.mp4
torneo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37880.mp4
fijación,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37924.mp4
mesa de saltos,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37908.mp4
barco velero,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/275559.mp4
gimnasta,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37893.mp4
bolos,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37737.mp4
podómetro,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37691.mp4
caballo con arcos,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37703.mp4
anclaje de escalada,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37733.mp4
pull buoy,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37717.mp4
rappel,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37726.mp4
patinaje sobre hielo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37483.mp4
saque,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37532.mp4
mosquetón,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37508.mp4
defensa individual,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37490.mp4
nudo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37539.mp4
kayak,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37518.mp4
intercepción del balón,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37494.mp4
latitud,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/246386.mp4
footing,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37506.mp4
Copa Mundial de la FIFA,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/475681.mp4
marcador,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37988.mp4
zona de defensa,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37964.mp4
lucha libre,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37948.mp4
gol en propia puerta,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37989.mp4
vestuario,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37972.mp4
yoga,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37953.mp4
selección nacional,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/38000.mp4
espinillera,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37978.mp4
azimut,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37961.mp4
voltereta,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37793.mp4
esquí,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37775.mp4
remo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37759.mp4
skipping alto,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37783.mp4
rumbo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37762.mp4
deportista,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37811.mp4
billar,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37788.mp4
vela,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37771.mp4
líbero,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37552.mp4
balón medicinal,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37604.mp4
portamapas,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37580.mp4
chaleco salvavidas,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37561.mp4
red de voleibol,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37611.mp4
alicate de marcaje,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37588.mp4
halterófilo,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/475882.mp4
partido,nombre,deportes-y-ocio,https://media.spreadthesign.com/video/mp4/5/37591.mp4
